referencia,organismo,estado,tipo_subasta,fecha_inicio,fecha_conclusion,lotes,valor_subasta_eur,tasacion_eur,puja_minima_eur,tramo_pujas_eur,deposito_eur,descuento_pct,duracion_dias
SUB-AT-2025-25R0686001033,E.R. SUBASTAS.SEDE BADAJOZ - BADAJOZ (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,124044.38,165464.8,12404.43,2000.0,6202.21,25.03,20.0
SUB-AT-2025-25R4686001358,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-14,1,6497.26,7266.82,649.72,500.0,324.86,10.59,21.0
SUB-AT-2025-25R2886001259,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-14,1,186711.04,295266.53,,2000.0,9335.55,36.77,21.0
SUB-AT-2025-25R2886001354,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-14,1,169849.23,191097.08,16984.92,2000.0,8492.46,11.12,21.0
SUB-AT-2025-25R2886001425,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-14,1,283376.49,601666.75,,2000.0,14168.82,52.9,21.0
SUB-AT-2025-25R0886001444,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-14,1,22794.08,28492.61,2279.41,500.0,1139.7,20.0,21.0
SUB-AT-2025-25R2886001257,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-14,1,72072.0,83479.19,7207.2,2000.0,3603.6,13.66,21.0
SUB-AT-2025-25R4586001162,U.R. SUBASTAS CASTILLA-MANCHA - TOLEDO (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-14,1,222739.54,871232.57,,2000.0,11136.97,74.43,21.0
SUB-AT-2025-25R4586001172,U.R. SUBASTAS CASTILLA-MANCHA - TOLEDO (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-14,1,42664.26,70647.35,,1000.0,2133.21,39.61,21.0
SUB-AT-2025-25R4686001218,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-14,1,424763.22,659477.15,,2000.0,21238.16,35.59,21.0
SUB-AT-2025-25R2886001437,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-14,1,57651.0,96085.0,5765.1,1000.0,2882.55,40.0,21.0
SUB-AT-2025-25R0686001043,E.R. SUBASTAS.SEDE BADAJOZ - BADAJOZ (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,34622.94,57704.9,3462.29,1000.0,1731.14,40.0,20.0
SUB-AT-2025-25R0786001042,U.R. SUBASTAS BALEARES - PALMA (AEAT),Cancelada,AGENCIA TRIBUTARIA,,,1,106377.2,243421.2,,2000.0,5318.86,56.3,
SUB-AT-2025-25R2986001065,U.R. SUBASTAS ANDALUCIA 29 - MALAGA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,26699.2,33374.0,2669.92,500.0,1334.96,20.0,20.0
SUB-AT-2025-25R3086001140,U.R. SUBASTAS MURCIA - MURCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,100827.77,126034.72,10082.78,2000.0,5041.38,20.0,20.0
SUB-AT-2025-25R5086001052,U.R. SUBASTAS ARAGON - ZARAGOZA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,347058.81,368250.81,34705.88,2000.0,17352.94,5.75,20.0
SUB-RC-2025-0025I20250026,Gestion Tributaria Provincial Albacete - ALBACETE (Diputación de Albacete),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-09-30,2025-10-20,1,1713271.46,2577300.0,171327.15,3000.0,85663.57,33.52,20.0
SUB-AT-2025-25R0686001032,E.R. SUBASTAS.SEDE BADAJOZ - BADAJOZ (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,7444.65,12407.76,744.46,500.0,372.23,40.0,20.0
SUB-AT-2025-25R2986001068,U.R. SUBASTAS ANDALUCIA 29 - MALAGA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,26699.2,33374.0,2669.92,500.0,1334.96,20.0,20.0
SUB-AT-2025-25R3086001119,U.R. SUBASTAS MURCIA - MURCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,295837.87,386717.11,29583.79,2000.0,14791.89,23.5,20.0
SUB-AT-2025-25R0886001421,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,1824.54,2280.68,182.45,200.0,91.22,20.0,20.0
SUB-AT-2025-25R0886001391,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,21600.0,36000.0,2160.0,500.0,1080.0,40.0,20.0
SUB-AT-2025-25R2896001001,U. SUBASTAS DAST - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,2255750.11,3759583.53,225575.01,10000.0,112787.5,40.0,20.0
SUB-AT-2025-25R2986001069,U.R. SUBASTAS ANDALUCIA 29 - MALAGA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,26699.2,33374.0,2669.92,500.0,1334.96,20.0,20.0
SUB-AT-2025-25R0886001420,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,3192.96,3991.21,319.3,200.0,159.64,20.0,20.0
SUB-AT-2025-25R2986001067,U.R. SUBASTAS ANDALUCIA 29 - MALAGA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,26699.2,33374.0,2669.92,500.0,1334.96,20.0,20.0
SUB-AT-2025-25R0886001422,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,5473.65,6842.07,547.36,200.0,273.68,20.0,20.0
SUB-AT-2025-25R4686001257,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,67184.0,83980.0,6718.4,2000.0,3359.2,20.0,20.0
SUB-AT-2025-25R2986001165,U.R. SUBASTAS ANDALUCIA 29 - MALAGA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,591.44,739.31,59.14,50.0,29.57,20.0,20.0
SUB-AT-2025-25R2986001074,U.R. SUBASTAS ANDALUCIA 29 - MALAGA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,28732.0,35915.0,2873.2,500.0,1436.6,20.0,20.0
SUB-AT-2025-25R2986001077,U.R. SUBASTAS ANDALUCIA 29 - MALAGA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,29004.8,36256.0,2900.48,500.0,1450.24,20.0,20.0
SUB-AT-2025-25R2986001070,U.R. SUBASTAS ANDALUCIA 29 - MALAGA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,26699.2,33374.0,2669.92,500.0,1334.96,20.0,20.0
SUB-AT-2025-25R5086001049,U.R. SUBASTAS ARAGON - ZARAGOZA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,13131.95,22810.1,,500.0,656.59,42.43,20.0
SUB-AT-2025-25R2986001072,U.R. SUBASTAS ANDALUCIA 29 - MALAGA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,28732.0,35915.0,2873.2,500.0,1436.6,20.0,20.0
SUB-AT-2025-25R2986001073,U.R. SUBASTAS ANDALUCIA 29 - MALAGA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,28732.0,35915.0,2873.2,500.0,1436.6,20.0,20.0
SUB-AT-2025-25R2986001075,U.R. SUBASTAS ANDALUCIA 29 - MALAGA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,28732.0,35915.0,2873.2,500.0,1436.6,20.0,20.0
SUB-AT-2025-25R2986001076,U.R. SUBASTAS ANDALUCIA 29 - MALAGA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,29004.8,36256.0,2900.48,500.0,1450.24,20.0,20.0
SUB-AT-2025-25R0886001393,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,51443.48,64304.35,5144.35,1000.0,2572.17,20.0,20.0
SUB-AT-2025-25R4686001192,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,40054.4,50068.0,4005.44,1000.0,2002.72,20.0,20.0
SUB-AT-2025-25R0686001045,E.R. SUBASTAS.SEDE BADAJOZ - BADAJOZ (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-20,1,22121.31,34916.22,,500.0,1106.06,36.64,20.0
SUB-AT-2025-25R0786001039,U.R. SUBASTAS BALEARES - PALMA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-30,2025-10-21,1,176503.87,177884.52,17650.39,2000.0,8825.19,0.78,21.0
SUB-RC-2025-4690000146922,Ayuntamiento de Torrent - Torrent,Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-10-03,2025-10-23,1,46279.62,67850.0,23139.81,1000.0,2313.98,31.79,20.0
SUB-AT-2025-25R2886001582,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,1056.04,1320.06,105.6,100.0,52.8,20.0,20.0
SUB-AT-2025-25R2886001583,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,1056.04,1320.06,105.6,100.0,52.8,20.0,20.0
SUB-AT-2025-25R2886001586,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,844.84,1056.05,84.48,100.0,42.24,20.0,20.0
SUB-AT-2025-25R2886001600,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,1056.04,1320.06,105.6,100.0,52.8,20.0,20.0
SUB-AT-2025-25R2886001602,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,792.03,1320.06,79.2,100.0,39.6,40.0,20.0
SUB-AT-2025-25R2886001603,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,792.03,1320.06,79.2,100.0,39.6,40.0,20.0
SUB-AT-2025-25R2886001610,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,660.02,1100.04,66.0,100.0,33.0,40.0,20.0
SUB-AT-2025-25R2886001615,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,792.03,1320.05,79.2,100.0,39.6,40.0,20.0
SUB-AT-2025-25R2886001616,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,792.03,1320.05,79.2,100.0,39.6,40.0,20.0
SUB-AT-2025-25R2886001617,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,792.03,1320.05,79.2,100.0,39.6,40.0,20.0
SUB-AT-2025-25R2886001621,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,792.03,1320.05,79.2,100.0,39.6,40.0,20.0
SUB-AT-2025-25R4786001098,U.R. SUBASTAS CASTILLA Y LEON - VALLADOLID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,11130.93,23596.0,,500.0,556.54,52.83,20.0
SUB-AT-2025-25R2886001605,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,792.0,1320.0,79.2,100.0,39.6,40.0,20.0
SUB-AT-2025-25R2886001606,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,1584.0,2640.0,158.4,200.0,79.2,40.0,20.0
SUB-AT-2025-25R2886001601,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,1584.06,2640.1,158.41,200.0,79.2,40.0,20.0
SUB-AT-2025-25R2886001618,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,1584.06,2640.1,158.41,200.0,79.2,40.0,20.0
SUB-AT-2025-25R2886001604,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,1584.07,2640.12,158.41,200.0,79.2,40.0,20.0
SUB-AT-2025-25R2886001585,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,1689.68,2112.1,168.97,200.0,84.48,20.0,20.0
SUB-AT-2025-25R4586001198,U.R. SUBASTAS CASTILLA-MANCHA - TOLEDO (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,186052.44,232565.56,18605.24,2000.0,9302.62,20.0,20.0
SUB-AT-2025-25R0886001413,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,152749.17,300922.16,,2000.0,7637.45,49.24,20.0
SUB-AT-2025-25R4186001519,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,8442.4,14070.67,844.24,500.0,422.12,40.0,20.0
SUB-AT-2025-25R4186001521,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,8442.4,14070.67,844.24,500.0,422.12,40.0,20.0
SUB-AT-2025-25R4586001174,U.R. SUBASTAS CASTILLA-MANCHA - TOLEDO (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,50048.4,62560.5,5004.84,1000.0,2502.42,20.0,20.0
SUB-AT-2025-25R0886001344,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,18882.85,31471.44,1888.28,500.0,944.14,40.0,20.0
SUB-AT-2025-25R4186001513,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,8442.4,14070.67,844.24,500.0,422.12,40.0,20.0
SUB-AT-2025-25R4186001254,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,3642.94,4553.68,364.29,200.0,182.14,20.0,20.0
SUB-AT-2025-25R4186001256,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,3311.77,4139.72,331.17,200.0,165.58,20.0,20.0
SUB-AT-2025-25R4186001257,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,3311.77,4139.72,331.18,200.0,165.58,20.0,20.0
SUB-AT-2025-25R2986001172,U.R. SUBASTAS ANDALUCIA 29 - MALAGA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,8834.77,11043.47,883.48,500.0,441.73,20.0,20.0
SUB-AT-2025-25R4586001202,U.R. SUBASTAS CASTILLA-MANCHA - TOLEDO (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,225464.56,375774.27,22546.45,2000.0,11273.22,40.0,20.0
SUB-AT-2025-25R4186001512,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,8442.4,14070.67,844.24,500.0,422.12,40.0,20.0
SUB-AT-2025-25R4186001524,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,8442.4,14070.67,844.24,500.0,422.12,40.0,20.0
SUB-AT-2025-25R4186001525,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,8442.4,14070.67,844.24,500.0,422.12,40.0,20.0
SUB-AT-2025-25R2986001173,U.R. SUBASTAS ANDALUCIA 29 - MALAGA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,8834.77,11043.47,883.48,500.0,441.73,20.0,20.0
SUB-AT-2025-25R2986001174,U.R. SUBASTAS ANDALUCIA 29 - MALAGA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,8834.77,11043.47,883.48,500.0,441.73,20.0,20.0
SUB-RC-2025-2800500104224,Ayuntamiento de Madrid - Madrid,Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-10-07,2025-10-27,1,6000.0,10000.0,600.0,500.0,300.0,40.0,20.0
SUB-AT-2025-25R4186001515,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,8442.4,14070.67,844.24,500.0,422.12,40.0,20.0
SUB-AT-2025-25R4186001505,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,8442.4,14070.67,844.24,500.0,422.12,40.0,20.0
SUB-AT-2025-25R4186001514,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,8442.4,14070.67,844.24,500.0,422.12,40.0,20.0
SUB-AT-2025-25R4186001517,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,8442.4,14070.67,844.24,500.0,422.12,40.0,20.0
SUB-AT-2025-25R4186001516,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,8442.4,14070.67,844.24,500.0,422.12,40.0,20.0
SUB-AT-2025-25R4186001511,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,8442.4,14070.67,844.24,500.0,422.12,40.0,20.0
SUB-AT-2025-25R4186001522,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,8442.4,14070.67,844.24,500.0,422.12,40.0,20.0
SUB-AT-2025-25R4186001520,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,8442.4,14070.67,844.24,500.0,422.12,40.0,20.0
SUB-AT-2025-25R0886001274,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,268790.6,335988.26,26879.06,2000.0,13439.53,20.0,20.0
SUB-AT-2025-25R4186001255,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,3311.77,4139.72,331.17,200.0,165.58,20.0,20.0
SUB-AT-2025-25R4686001363,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,79543.58,85000.0,7954.36,2000.0,3977.17,6.42,20.0
SUB-AT-2025-25R4186001504,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,8442.4,14070.67,844.24,500.0,422.12,40.0,20.0
SUB-AT-2025-25R0786001032,U.R. SUBASTAS BALEARES - PALMA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-27,1,55845.09,108402.01,,1000.0,2792.25,48.48,20.0
SUB-AT-2025-25R4786001130,U.R. SUBASTAS CASTILLA Y LEON - VALLADOLID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-28,1,4332.8,5416.0,433.28,200.0,216.64,20.0,21.0
SUB-AT-2025-25R4586001197,U.R. SUBASTAS CASTILLA-MANCHA - TOLEDO (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-28,1,3452.73,22250.0,,200.0,172.63,84.48,21.0
SUB-AT-2025-25R4586001196,U.R. SUBASTAS CASTILLA-MANCHA - TOLEDO (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-07,2025-10-28,1,3402.08,25700.0,,200.0,170.1,86.76,21.0
SUB-AT-2025-25R4586001135,U.R. SUBASTAS CASTILLA-MANCHA - TOLEDO (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-29,1,31176.14,38970.18,3117.61,1000.0,1558.8,20.0,36.0
SUB-AT-2025-25R0886001439,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-14,2025-11-03,1,142909.6,178637.0,14290.96,2000.0,7145.48,20.0,20.0
SUB-AT-2025-25R1586001050,U.R. SUBASTAS GALICIA - A CORUÑA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-14,2025-11-03,1,425739.15,743397.01,,2000.0,21286.95,42.73,20.0
SUB-AT-2025-25R4186001599,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-14,2025-11-03,1,20941.69,41162.73,,500.0,1047.08,49.12,20.0
SUB-AT-2025-25R0886001484,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-14,2025-11-03,1,10063.76,16772.94,1006.37,500.0,503.18,40.0,20.0
SUB-AT-2025-25R0886001295,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-14,2025-11-03,1,321248.0,401560.0,32124.8,2000.0,16062.4,20.0,20.0
SUB-AT-2025-25R4186001529,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-14,2025-11-03,1,3940.47,4925.59,394.05,200.0,197.02,20.0,20.0
SUB-AT-2025-25R0886001249,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-14,2025-11-03,1,88532.29,173904.07,,2000.0,4426.61,49.09,20.0
SUB-AT-2025-25R0886001480,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-14,2025-11-03,1,6430.47,10717.46,643.04,500.0,321.52,40.0,20.0
SUB-AT-2025-25R0886001481,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-14,2025-11-03,1,8049.1,13415.18,804.91,500.0,402.45,40.0,20.0
SUB-AT-2025-25R0886001482,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-14,2025-11-03,1,7307.29,12178.83,730.72,500.0,365.36,40.0,20.0
SUB-AT-2025-25R3986001063,U.R. SUBASTAS CANTABRIA - SANTANDER (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-14,2025-11-03,1,4340.64,5425.8,434.06,200.0,217.03,20.0,20.0
SUB-AT-2025-25R0886001294,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-14,2025-11-03,1,376248.0,470310.0,37624.8,2000.0,18812.4,20.0,20.0
