referencia,organismo,estado,tipo_subasta,fecha_inicio,fecha_conclusion,lotes,valor_subasta_eur,tasacion_eur,puja_minima_eur,tramo_pujas_eur,deposito_eur,descuento_pct,duracion_dias
SUB-AT-2025-25R3086001157,U.R. SUBASTAS MURCIA - MURCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-15,1,89698.75,119295.0,8969.88,2000.0,4484.93,24.81,20.0
SUB-AT-2025-25R4586001241,U.R. SUBASTAS CASTILLA-MANCHA - TOLEDO (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-15,1,44070.45,141152.62,,1000.0,2203.52,68.78,20.0
SUB-AT-2025-25R4786001282,U.R. SUBASTAS CASTILLA Y LEON - VALLADOLID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-15,1,40081.02,50101.28,4008.1,1000.0,2004.05,20.0,20.0
SUB-AT-2025-25R4786001233,U.R. SUBASTAS CASTILLA Y LEON - VALLADOLID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-15,1,63750.4,79688.0,6375.04,2000.0,3187.52,20.0,20.0
SUB-AT-2025-25R5086001048,U.R. SUBASTAS ARAGON - ZARAGOZA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-15,1,7239.89,8672.51,723.99,500.0,361.99,16.52,20.0
SUB-AT-2025-25R5086001054,U.R. SUBASTAS ARAGON - ZARAGOZA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-15,1,75757.82,95757.82,7575.78,2000.0,3787.89,20.89,20.0
SUB-AT-2025-25R4786001247,U.R. SUBASTAS CASTILLA Y LEON - VALLADOLID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-15,1,22800.0,28500.0,2280.0,500.0,1140.0,20.0,20.0
SUB-AT-2025-25R2986001210,U.R. SUBASTAS ANDALUCIA 29 - MALAGA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-15,1,363539.04,439950.0,36353.9,2000.0,18176.95,17.37,20.0
SUB-RC-2025-362020012502,Ayuntamiento de Vigo - Vigo,Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-11-25,2025-12-16,1,652933.23,659117.2,65293.32,1000.0,32646.66,0.94,21.0
SUB-AT-2025-25R0886001488,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-16,1,37849.23,63082.06,3784.92,1000.0,1892.46,40.0,21.0
SUB-AT-2025-25R0886001489,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-16,1,50465.64,63082.06,5046.56,1000.0,2523.28,20.0,21.0
SUB-AT-2025-25R4786001292,U.R. SUBASTAS CASTILLA Y LEON - VALLADOLID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-16,1,77964.79,79000.0,7796.47,2000.0,3898.23,1.31,21.0
SUB-AT-2025-25R3986001065,U.R. SUBASTAS CANTABRIA - SANTANDER (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-16,1,23674.44,163707.87,,500.0,1183.72,85.54,21.0
SUB-AT-2025-25R4786001301,U.R. SUBASTAS CASTILLA Y LEON - VALLADOLID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-16,1,4834.55,9000.0,,200.0,241.72,46.28,21.0
SUB-AT-2025-25R4786001300,U.R. SUBASTAS CASTILLA Y LEON - VALLADOLID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-16,1,4882.43,8700.0,,200.0,244.12,43.88,21.0
SUB-AT-2025-25R3986001056,U.R. SUBASTAS CANTABRIA - SANTANDER (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-16,1,115105.57,137276.43,11510.56,2000.0,5755.27,16.15,21.0
SUB-RC-2025-3100200103497,Organismo Autónomo de Hacienda Foral de Navarra - Pamplona,Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-11-25,2025-12-16,1,53752.88,53977.53,,550.0,2687.64,0.42,21.0
SUB-AT-2025-25R5086001057,U.R. SUBASTAS ARAGON - ZARAGOZA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-16,1,29892.86,44565.4,,500.0,1494.64,32.92,21.0
SUB-AT-2025-25R5086001071,U.R. SUBASTAS ARAGON - ZARAGOZA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-16,1,5261.85,29850.91,,200.0,263.09,82.37,21.0
SUB-AT-2025-25R5086001072,U.R. SUBASTAS ARAGON - ZARAGOZA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-16,1,2427.26,20910.36,,200.0,121.36,88.39,21.0
SUB-AT-2025-25R5086001073,U.R. SUBASTAS ARAGON - ZARAGOZA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-16,1,244.91,21067.72,,50.0,12.24,98.84,21.0
SUB-AT-2025-25R2886001111,U.R. SUBASTAS MADRID - MADRID (AEAT),Cancelada,AGENCIA TRIBUTARIA,,,1,402120.0,506245.34,40212.0,2000.0,20106.0,20.57,
SUB-AT-2024-24R2686001005,U.R. SUBASTAS LA RIOJA - LOGROÑO (AEAT),Cancelada,AGENCIA TRIBUTARIA,,,1,180254.53,363084.0,,2000.0,9012.72,50.35,
SUB-AT-2025-25R1586001088,U.R. SUBASTAS GALICIA - A CORUÑA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-12-02,2025-12-22,1,72140.11,120233.52,7214.01,2000.0,3607.0,40.0,20.0
SUB-AT-2025-25R4186001155,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-12-02,2025-12-22,1,107234.23,243200.0,,2000.0,5361.71,55.91,20.0
SUB-AT-2025-25R4186001666,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-12-02,2025-12-22,1,15460.72,19325.91,1546.07,500.0,773.03,20.0,20.0
SUB-RC-2025-0026I20250165,Suma Gestión Tributaria. Diputación de Alicante - ALACANT/ALICANTE (Suma Gestión Tributaria),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-12-02,2025-12-22,1,6245.86,10409.77,624.59,1000.0,312.29,40.0,20.0
SUB-RC-2025-0803800133883,Agencia Tributaria de Cataluña - Barcelona,Cancelada,RECAUDACIÓN TRIBUTARIA,,,1,103839.24,119938.0,10383.92,2000.0,5191.96,13.42,
SUB-RC-2025-0026I20240337,Suma Gestión Tributaria. Diputación de Alicante - ALACANT/ALICANTE (Suma Gestión Tributaria),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-12-02,2025-12-22,1,57420.26,71775.33,14355.07,1000.0,2871.01,20.0,20.0
SUB-AT-2025-25R2986001217,U.R. SUBASTAS ANDALUCIA 29 - MALAGA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-12-02,2025-12-22,1,62717.24,81759.62,6271.72,2000.0,3135.86,23.29,20.0
SUB-AT-2025-25R2886001553,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-12-02,2025-12-22,1,13115.52,21859.2,1311.55,500.0,655.77,40.0,20.0
SUB-RC-2025-3100200102955,Organismo Autónomo de Hacienda Foral de Navarra - Pamplona,Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-12-02,2025-12-22,1,18620.45,18903.75,,200.0,931.02,1.5,20.0
SUB-AT-2025-25R4186001689,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-12-02,2025-12-22,1,154612.39,193265.49,15461.24,2000.0,7730.61,20.0,20.0
SUB-AT-2025-25R2986001199,U.R. SUBASTAS ANDALUCIA 29 - MALAGA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-12-02,2025-12-22,1,152376.31,247600.0,,2000.0,7618.81,38.46,20.0
SUB-AT-2025-25R2886001633,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-12-02,2025-12-22,1,3994.8,6658.0,399.48,200.0,199.74,40.0,20.0
SUB-AT-2025-25R2886001632,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-12-02,2025-12-22,1,3904.8,6508.0,390.48,200.0,195.24,40.0,20.0
SUB-AT-2025-24R4186001221,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-12-02,2025-12-22,1,51381.25,103300.78,,1000.0,2569.06,50.26,20.0
SUB-AT-2025-25R4186001640,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-12-02,2025-12-22,1,60560.0,75700.0,6056.0,2000.0,3028.0,20.0,20.0
SUB-AT-2025-25R2886001568,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-12-02,2025-12-22,1,28360.25,35450.32,2836.02,500.0,1418.01,20.0,20.0
SUB-AT-2025-25R4186001711,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-12-02,2025-12-22,1,15768.19,23109.17,,500.0,788.4,31.77,20.0
SUB-AT-2025-25R4186001623,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-12-02,2025-12-23,1,54130.49,58900.0,5413.04,1000.0,2706.52,8.1,21.0
SUB-AT-2025-25R2886001589,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-12-02,2025-12-23,1,202567.68,337612.8,20256.76,2000.0,10128.38,40.0,21.0
SUB-AT-2025-25R4186001500,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Pendiente de finalización y devolución de depósitos con reserva,AGENCIA TRIBUTARIA,2025-12-02,2025-12-23,1,61271.62,86582.62,,2000.0,3063.58,29.23,21.0
SUB-AT-2025-25R5086001040,U.R. SUBASTAS ARAGON - ZARAGOZA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-10-28,2025-12-24,1,21650.38,30808.11,,500.0,1082.51,29.73,57.0
SUB-AT-2025-25R4686001230,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-12-09,2025-12-29,1,15646.76,41058.21,,500.0,782.33,61.89,20.0
SUB-RC-2025-0026I20240039,Suma Gestión Tributaria. Diputación de Alicante - ALACANT/ALICANTE (Suma Gestión Tributaria),Pendiente de finalización y devolución de depósitos con reserva,RECAUDACIÓN TRIBUTARIA,2025-12-09,2025-12-29,1,9746.94,15058.68,2436.74,1000.0,487.35,35.27,20.0
SUB-RC-2025-0026I20250154,Suma Gestión Tributaria. Diputación de Alicante - ALACANT/ALICANTE (Suma Gestión Tributaria),Cancelada,RECAUDACIÓN TRIBUTARIA,,,1,132653.51,206433.99,66326.76,3000.0,6632.68,35.74,
SUB-RC-2025-0026I20250208,Suma Gestión Tributaria. Diputación de Alicante - ALACANT/ALICANTE (Suma Gestión Tributaria),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-12-09,2025-12-29,1,25097.39,31371.74,2509.74,1000.0,1254.87,20.0,20.0
SUB-RC-2025-1700100125009,XALOC - Xarxa Local de Municipis de la Diputació de Girona - Girona (Diputación de Girona),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-12-09,2025-12-29,1,5089385.47,5878200.0,508938.55,1000.0,254469.27,13.42,20.0
SUB-RC-2025-0026I20250060,Suma Gestión Tributaria. Diputación de Alicante - ALACANT/ALICANTE (Suma Gestión Tributaria),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-12-09,2025-12-29,1,6126.57,10210.95,612.66,1000.0,306.33,40.0,20.0
SUB-RC-2025-0026I20250048,Suma Gestión Tributaria. Diputación de Alicante - ALACANT/ALICANTE (Suma Gestión Tributaria),Pendiente de finalización y devolución de depósitos con reserva,RECAUDACIÓN TRIBUTARIA,2025-12-09,2025-12-29,1,25865.84,32332.3,2586.58,1000.0,1293.29,20.0,20.0
SUB-RC-2025-0026I20250209,Suma Gestión Tributaria. Diputación de Alicante - ALACANT/ALICANTE (Suma Gestión Tributaria),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-12-09,2025-12-29,1,24021.3,30026.62,2402.13,1000.0,1201.07,20.0,20.0
SUB-RC-2025-0026I20250157,Suma Gestión Tributaria. Diputación de Alicante - ALACANT/ALICANTE (Suma Gestión Tributaria),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-12-09,2025-12-29,1,23779.25,29724.06,2377.93,1000.0,1188.96,20.0,20.0
SUB-RC-2025-0026I20250008,Suma Gestión Tributaria. Diputación de Alicante - ALACANT/ALICANTE (Suma Gestión Tributaria),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-12-09,2025-12-29,1,3219.3,4024.12,804.82,300.0,160.97,20.0,20.0
SUB-RC-2025-1700100125011,XALOC - Xarxa Local de Municipis de la Diputació de Girona - Girona (Diputación de Girona),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-12-09,2025-12-29,1,191830.58,199218.7,19183.06,1000.0,9591.53,3.71,20.0
SUB-RC-2025-0026I20240115,Suma Gestión Tributaria. Diputación de Alicante - ALACANT/ALICANTE (Suma Gestión Tributaria),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-12-09,2025-12-30,1,109171.14,113275.4,54585.57,3000.0,5458.56,3.62,21.0
